,vol_window,vol_roc_period,price_lookback,sma_window,return,dd,sharpe
505,25,8,5,21,-5.95,3.64,-6.44
506,25,8,5,28,-5.95,3.64,-6.44
507,25,8,5,35,-5.95,3.64,-6.44
508,25,8,6,14,-6.58,3.95,-4.68
509,25,8,6,21,-6.58,3.95,-4.68
510,25,8,6,28,-6.58,3.95,-4.68
511,25,8,6,35,-6.58,3.95,-4.68
512,25,8,7,14,-6.33,3.82,-5.13
513,25,8,7,21,-6.33,3.82,-5.13
514,25,8,7,28,-6.29,3.80,-5.21
515,25,8,7,35,-6.29,3.80,-5.21
516,25,8,8,14,-4.23,3.46,-48.42
517,25,8,8,21,-6.58,3.95,-4.68
518,25,8,8,28,-6.58,3.95,-4.68
519,25,8,8,35,-6.58,3.95,-4.68
520,25,8,9,14,-4.43,3.56,-12.71
521,25,8,9,21,-6.61,3.68,-6.60
522,25,8,9,28,-6.51,3.63,-6.97
523,25,8,9,35,-6.51,3.63,-6.97
524,25,8,10,14,-3.90,3.30,-65.53
525,25,8,10,21,-7.27,3.77,-3.18
526,25,8,10,28,-7.27,3.77,-3.18
527,25,8,10,35,-7.27,3.77,-3.18
528,25,9,5,14,-5.83,3.58,-6.86
529,25,9,5,21,-5.83,3.58,-6.86
530,25,9,5,28,-5.83,3.58,-6.86
531,25,9,5,35,-5.83,3.58,-6.86
532,25,9,6,14,-6.26,3.79,-4.43
533,25,9,6,21,-4.82,3.34,-11.02
534,25,9,6,28,-4.82,3.34,-11.02
535,25,9,6,35,-4.82,3.34,-11.02
536,25,9,7,14,-6.53,3.93,-6.89
537,25,9,7,21,-6.53,3.93,-6.89
538,25,9,7,28,-6.49,3.91,-7.05
539,25,9,7,35,-6.49,3.91,-7.05
540,25,9,8,14,-4.43,3.56,-12.71
541,25,9,8,21,-6.61,3.68,-6.60
542,25,9,8,28,-6.57,3.66,-6.75
543,25,9,8,35,-6.57,3.66,-6.75
544,25,9,9,14,-4.43,3.56,-12.71
545,25,9,9,21,-6.61,3.68,-6.60
546,25,9,9,28,-6.51,3.63,-6.97
547,25,9,9,35,-6.51,3.63,-6.97
548,25,9,10,14,-3.90,3.30,-65.53
549,25,9,10,21,-7.27,3.77,-3.18
550,25,9,10,28,-7.27,3.77,-3.18
551,25,9,10,35,-7.27,3.77,-3.18
552,25,10,5,14,-5.15,3.27,-8.10
553,25,10,5,21,-4.71,3.28,-8.83
554,25,10,5,28,-4.71,3.28,-8.83
555,25,10,5,35,-4.71,3.28,-8.83
556,25,10,6,14,-6.26,3.79,-4.43
557,25,10,6,21,-4.82,3.34,-11.02
558,25,10,6,28,-4.82,3.34,-11.02
559,25,10,6,35,-4.82,3.34,-11.02
560,25,10,7,14,-4.08,2.80,-1.98
561,25,10,7,21,-5.90,3.61,-4.54
562,25,10,7,28,-5.86,3.59,-4.61
563,25,10,7,35,-5.86,3.59,-4.61
564,25,10,8,14,-1.91,2.43,-3.10
565,25,10,8,21,-6.22,3.27,-4.09
566,25,10,8,28,-6.22,3.27,-4.09
567,25,10,8,35,-6.22,3.27,-4.09
568,25,10,9,14,-3.90,3.30,-65.53
569,25,10,9,21,-7.29,3.78,-3.16
570,25,10,9,28,-7.20,3.73,-3.22
571,25,10,9,35,-7.20,3.73,-3.22
572,25,10,10,14,-3.90,3.30,-65.53
573,25,10,10,21,-7.27,3.77,-3.18
